Time (msec),AFCorrection,AFLearning,AFR,LOAD,RPM,Knock,FineLearnKnock,IAM,IgnitionTotalTiming,IDC,AIT,Boost,Manifold Relative Pressure (Corrected) (psi),MAF,Mass Airflow Sensor Voltage (V),Throttle Opening Angle (%),Vehicle Speed (mph)
1814715,0,2.34,20.56,0.17,1929,0,0,1,25.5,1.22,122,3.48,-10.45,5.2,1.44,7.06,29
1814782,0,2.34,20.56,0.17,1911,0,0,1,25,1.23,122,3.48,-10.45,5.26,1.44,7.06,29
1814850,0,2.34,20.56,0.17,1911,0,0,1,25,1.23,122,3.48,-10.45,5.23,1.44,7.06,29
1814917,0,2.34,20.56,0.17,1895,0,0,1,24.5,1.22,122,3.48,-10.45,5.2,1.44,7.06,29
1814984,0,2.34,20.56,0.17,1895,0,0,1,24.5,1.22,122,3.48,-10.45,5.15,1.44,7.06,29
1815050,0,2.34,20.56,0.16,1903,0,0,1,24,1.21,122,3.48,-10.45,5.09,1.44,7.06,27
1815117,0,2.34,20.56,0.17,1900,0,0,1,24,1.21,122,3.48,-10.45,5.15,1.44,7.06,27
1815186,0,2.34,20.56,0.17,1902,0,0,1,23.5,1.21,122,3.48,-10.45,5.15,1.44,7.06,27
1815249,0,2.34,20.56,0.17,1893,0,0,1,23.5,1.2,122,3.48,-10.45,5.12,1.44,7.06,27
1815318,0,2.34,20.56,0.17,1890,0,0,1,23.5,1.21,122,3.48,-10.45,5.12,1.44,7.06,27
1815387,0,2.34,20.56,0.17,1877,0,0,1,23.5,1.21,122,3.48,-10.45,5.03,1.42,7.06,27
1815452,0,2.34,20.56,0.17,1870,0,0,1,23.5,1.2,122,3.48,-10.45,5.09,1.44,7.06,27
1815519,0,2.34,20.56,0.17,1863,0,0,1,23.5,1.2,122,3.48,-10.45,5.06,1.44,7.06,27
1815586,0,2.34,20.56,0.16,1864,0,0,1,23.5,1.2,122,3.48,-10.45,4.92,1.42,7.06,27
1815650,0,2.34,20.56,0.16,1857,0,0,1,23.5,1.2,122,3.48,-10.45,5.01,1.42,7.06,27
1815721,0,2.34,20.56,0.16,1878,0,0,1,23.5,1.2,122,3.48,-10.45,5.03,1.44,7.06,27
1815788,0,2.34,20.56,0.17,1875,0,0,1,23.5,1.19,122,3.48,-10.45,5.09,1.44,7.06,27
1815854,0,2.34,20.56,0.16,1859,0,0,1,23.5,1.18,122,3.48,-10.45,4.78,1.42,7.06,27
1815925,0,2.34,20.56,0.16,1864,0,0,1,23.5,1.19,122,3.48,-10.45,5.03,1.44,7.06,27
1815988,0,2.34,20.56,0.17,1864,0,0,1,23.5,1.18,122,3.48,-10.45,5.03,1.44,7.06,27
1816055,0,2.34,20.56,0.17,1855,0,0,1,23.5,1.18,122,3.48,-10.45,5.03,1.42,7.06,27
1816122,0,2.34,20.56,0.17,1862,0,0,1,23.5,1.18,122,3.48,-10.45,5.06,1.44,7.06,27
1816189,0,2.34,20.56,0.17,1838,0,0,1,23.5,1.18,122,3.48,-10.45,5.03,1.42,7.06,27
1816256,0,2.34,20.56,0.17,1838,0,0,1,23.5,1.18,122,3.48,-10.45,5.06,1.42,7.06,27
1816323,0,2.34,20.56,0.17,1835,0,0,1,23.5,1.18,122,3.48,-10.45,5.01,1.42,7.06,27
1816390,0,2.34,20.56,0.17,1832,0,0,1,23.5,1.18,122,3.48,-10.45,5.01,1.42,7.06,27
1816457,0,2.34,20.56,0.17,1834,0,0,1,23.5,1.18,122,3.48,-10.45,5.03,1.42,7.06,27
1816524,0,2.34,20.56,0.17,1830,0,0,1,23.5,1.18,122,3.48,-10.45,5.01,1.42,6.67,27
1816613,0,2.34,20.56,0.17,1826,0,0,1,23.5,1.17,122,3.48,-10.45,4.87,1.42,6.67,27
1816656,0,2.34,20.56,0.17,1803,0,0,1,23.5,1.16,122,3.48,-10.45,4.87,1.42,6.67,27
1816728,0,2.34,20.56,0.16,1814,0,0,1,23.5,1.17,122,3.48,-10.45,4.84,1.42,6.67,27
1816791,0,2.34,20.56,0.16,1808,0,0,1,23.5,1.16,122,3.34,-10.59,4.87,1.42,6.67,27
1816857,0,2.34,20.56,0.16,1797,0,0,1,23.5,1.16,122,3.34,-10.59,4.92,1.42,6.67,27
1816925,0,2.34,20.56,0.16,1812,0,0,1,23.5,1.17,122,3.34,-10.59,4.87,1.42,6.67,26
1816993,0,2.34,20.56,0.17,1789,0,0,1,23,1.15,122,3.34,-10.59,4.87,1.42,6.67,26
1817059,0,2.34,20.56,0.17,1810,0,0,1,23,1.15,122,3.34,-10.59,4.89,1.42,6.67,26
1817128,0,2.34,20.56,0.17,1804,0,0,1,23.5,1.14,122,3.34,-10.59,4.84,1.42,6.67,26
1817194,0,2.34,20.56,0.17,1788,0,0,1,23,1.14,122,3.34,-10.59,4.81,1.42,6.67,26
1817263,0,2.34,20.56,0.17,1802,0,0,1,23,1.14,122,3.34,-10.59,4.89,1.42,6.67,26
1817328,0,2.34,20.56,0.17,1786,0,0,1,23,1.14,122,3.34,-10.59,4.87,1.42,6.67,26
1817394,0,2.34,20.56,0.17,1768,0,0,1,23,1.14,122,3.34,-10.59,4.87,1.42,6.67,26
1817461,0,2.34,20.56,0.17,1778,0,0,1,23,1.14,122,3.34,-10.59,4.87,1.42,6.67,26
1817529,0,2.34,20.56,0.17,1767,0,0,1,23,1.14,122,3.34,-10.59,4.84,1.42,6.67,26
1817595,0,2.34,20.56,0.17,1763,0,0,1,22.5,1.14,122,3.34,-10.59,4.87,1.42,6.67,26
1817665,0,2.34,20.56,0.17,1764,0,0,1,22.5,1.13,122,3.34,-10.59,4.84,1.42,6.67,26
1817729,0,2.34,20.56,0.17,1758,0,0,1,22.5,1.13,122,3.34,-10.59,4.87,1.42,6.67,26
1817796,0,2.34,20.56,0.17,1757,0,0,1,22.5,1.13,122,3.34,-10.59,4.87,1.42,6.67,26
1817865,0,2.34,20.56,0.17,1750,0,0,1,22.5,1.13,122,3.34,-10.59,4.78,1.4,6.67,25
1817930,0,2.34,20.56,0.17,1747,0,0,1,22.5,1.12,122,3.34,-10.59,4.75,1.4,6.67,25
1817995,0,2.34,20.56,0.17,1738,0,0,1,22,1.12,122,3.34,-10.59,4.73,1.4,6.67,25
1818065,0,2.34,20.56,0.17,1744,0,0,1,22.5,1.12,122,3.34,-10.59,4.7,1.4,6.27,25
1818131,0,2.34,20.56,0.17,1736,0,0,1,22,1.12,122,3.34,-10.59,4.67,1.4,6.27,25
1818199,0,2.34,20.56,0.17,1728,0,0,1,22,1.12,122,3.34,-10.59,4.67,1.4,6.67,25
1818265,0,2.34,20.56,0.17,1746,0,0,1,22.5,1.11,122,3.34,-10.59,4.65,1.4,6.67,25
1818333,0,2.34,20.56,0.17,1735,0,0,1,22,1.1,122,3.34,-10.59,4.67,1.4,6.67,25
1818399,0,2.34,20.56,0.17,1730,0,0,1,22,1.1,122,3.34,-10.59,4.7,1.4,6.67,25
1818468,0,2.34,20.56,0.17,1734,0,0,1,22,1.1,122,3.34,-10.59,4.7,1.4,6.27,25
1818533,0,2.34,20.56,0.17,1720,0,0,1,22,1.09,122,3.34,-10.59,4.7,1.4,6.67,25
1818601,0,2.34,20.56,0.17,1725,0,0,1,22,1.1,122,3.34,-10.59,4.7,1.4,6.67,25
1818668,0,2.34,20.56,0.17,1718,0,0,1,22,1.09,122,3.34,-10.59,4.67,1.4,6.27,25
1818734,0,2.34,20.56,0.17,1696,0,0,1,21.5,1.09,122,3.34,-10.59,4.7,1.4,6.67,25
1818800,0,2.34,20.56,0.17,1705,0,0,1,21.5,1.1,122,3.34,-10.59,4.65,1.4,6.27,25
1818868,0,2.34,20.56,0.17,1692,0,0,1,21.5,1.09,122,3.34,-10.59,4.65,1.4,6.27,25
1818934,0,2.34,20.56,0.17,1688,0,0,1,21.5,1.09,122,3.34,-10.59,4.6,1.38,6.27,25
1819002,0,2.34,20.56,0.17,1692,0,0,1,21.5,1.09,122,3.34,-10.59,4.6,1.4,6.27,25
1819070,0,2.34,20.56,0.17,1692,0,0,1,21.5,1.07,122,3.34,-10.59,4.65,1.4,6.27,25
1819137,0,2.34,20.56,0.17,1692,0,0,1,21.5,1.08,122,3.34,-10.59,4.62,1.4,6.27,25
1819202,0,2.34,20.56,0.17,1692,0,0,1,21.5,1.07,122,3.34,-10.59,4.6,1.38,6.27,25
1819269,0,2.34,20.56,0.17,1678,0,0,1,21,1.07,122,3.34,-10.59,4.6,1.38,6.27,25
1819338,0,2.34,20.56,0.17,1672,0,0,1,21,1.08,122,3.34,-10.59,4.6,1.38,6.27,25
1819407,0,2.34,20.56,0.17,1666,0,0,1,21,1.07,122,3.34,-10.59,4.6,1.38,6.27,25
1819471,0,2.34,20.56,0.17,1658,0,0,1,20.5,1.07,122,3.34,-10.59,4.6,1.38,6.27,25
1819542,0,2.34,20.56,0.17,1660,0,0,1,20.5,1.06,122,3.34,-10.59,4.6,1.4,6.27,25
1819605,0,2.34,20.56,0.17,1658,0,0,1,20.5,1.05,122,3.34,-10.59,4.62,1.4,6.27,25
1819672,0,2.34,20.56,0.17,1660,0,0,1,20.5,1.06,122,3.34,-10.59,4.6,1.38,6.27,25
1819739,0,2.34,20.56,0.17,1658,0,0,1,20.5,1.05,122,3.34,-10.59,4.49,1.38,6.27,25
1819807,0,2.34,20.56,0.17,1635,0,0,1,20,1.05,122,3.34,-10.59,4.49,1.38,6.27,24
1819873,0,2.34,20.56,0.17,1640,0,0,1,20.5,1.06,122,3.34,-10.59,4.44,1.38,6.27,24
1819940,0,2.34,20.56,0.17,1626,0,0,1,20,1.05,122,3.34,-10.59,4.41,1.38,6.27,24
1820007,0,2.34,20.56,0.17,1633,0,0,1,20,1.04,122,3.19,-10.59,4.44,1.38,6.27,24
1820073,0,2.34,20.56,0.17,1647,0,0,1,20.5,1.04,122,3.34,-10.59,4.41,1.38,6.27,24
1820142,0,2.34,20.56,0.17,1620,0,0,1,20,1.04,122,3.34,-10.59,4.41,1.38,6.27,24
1820207,0,2.34,20.56,0.17,1613,0,0,1,20,1.04,122,3.34,-10.59,4.44,1.38,6.27,24
1820276,0,2.34,20.56,0.17,1616,0,0,1,20,1.04,122,3.34,-10.59,4.44,1.38,6.27,24
1820342,0,2.34,20.56,0.17,1607,0,0,1,19.5,1.02,122,3.34,-10.59,4.38,1.38,6.27,24
1820408,0,2.34,20.56,0.17,1618,0,0,1,20,1.03,122,3.34,-10.59,4.38,1.36,6.27,24
1820475,0,2.34,20.56,0.17,1607,0,0,1,19.5,1.03,122,3.34,-10.59,4.33,1.36,6.27,24
1820543,0,2.34,20.56,0.17,1581,0,0,1,19.5,1.02,122,3.34,-10.59,4.33,1.36,6.27,24
1820610,0,2.34,20.56,0.17,1594,0,0,1,19.5,1.03,122,3.34,-10.59,4.26,1.36,6.27,24
1820677,0,2.34,20.56,0.17,1597,0,0,1,19.5,1.01,122,3.34,-10.59,4.29,1.36,6.27,24
1820744,0,2.34,20.56,0.17,1587,0,0,1,19.5,1.01,122,3.34,-10.59,4.29,1.36,6.27,24
1820811,0,2.34,20.56,0.17,1584,0,0,1,19.5,1.02,122,3.34,-10.59,4.31,1.36,6.27,24
1820881,0,2.34,20.56,0.17,1568,0,0,1,19,1.01,122,3.34,-10.59,4.29,1.36,6.27,24
1820944,0,2.34,20.56,0.17,1576,0,0,1,19.5,1,122,3.34,-10.59,4.29,1.36,6.27,24
1821013,0,2.34,20.56,0.17,1577,0,0,1,19.5,1,122,3.34,-10.59,4.24,1.36,6.27,24
1821079,0,2.34,20.56,0.17,1552,0,0,1,19,1,122,3.34,-10.59,4.24,1.36,6.27,24
1821147,0,2.34,20.56,0.17,1554,0,0,1,19,1,122,3.34,-10.59,4.29,1.36,6.27,24
1821212,0,2.34,20.56,0.17,1564,0,0,1,19,0.99,122,3.34,-10.59,4.26,1.36,6.27,23
1821283,0,2.34,20.56,0.17,1550,0,0,1,19,0.99,122,3.34,-10.59,4.29,1.36,6.27,23
1821347,0,2.34,20.56,0.17,1544,0,0,1,19,0.99,122,3.34,-10.59,4.29,1.36,6.27,23
1821414,0,2.34,20.56,0.17,1534,0,0,1,19,0.99,122,3.34,-10.59,4.29,1.36,5.88,23
1821482,0,2.34,20.56,0.17,1540,0,0,1,19,0.98,122,3.34,-10.59,4.29,1.36,5.88,23
1821546,0,2.34,20.56,0.17,1543,0,0,1,19,0.99,124,3.34,-10.59,4.19,1.36,5.88,23
1821614,0,2.34,20.56,0.17,1523,0,0,1,19,0.98,124,3.34,-10.59,4.19,1.34,5.88,23
1821680,0,2.34,20.56,0.17,1526,0,0,1,19,0.97,124,3.34,-10.59,4.19,1.34,5.88,22
1821747,0,2.34,20.56,0.17,1530,0,0,1,19,0.97,124,3.34,-10.59,4.19,1.36,5.88,22
1821816,0,2.34,20.56,0.17,1508,0,0,1,18.5,0.97,124,3.34,-10.59,4.19,1.34,5.88,22
1821883,0,2.34,20.56,0.17,1514,0,0,1,18.5,0.96,124,3.48,-10.45,4.14,1.34,5.88,22
1821948,0,2.34,20.56,0.17,1517,0,0,1,18.5,0.96,124,3.48,-10.45,4.19,1.34,5.88,22
1822016,0,2.34,20.56,0.17,1496,0,0,1,18.5,0.96,124,3.48,-10.45,4.19,1.34,5.88,22
1822083,0,2.34,20.56,0.17,1488,0,0,1,18.5,0.95,124,3.48,-10.45,4.17,1.34,5.88,22
1822150,0,2.34,20.56,0.17,1502,0,0,1,18.5,0.95,124,3.48,-10.45,4.14,1.34,5.88,22
1822218,0,2.34,20.56,0.17,1486,0,0,1,18.5,0.95,124,3.48,-10.45,4.19,1.34,5.88,22
1822284,0,2.34,20.56,0.17,1473,0,0,1,18.5,0.94,124,3.48,-10.45,4.19,1.36,5.88,22
1822355,0,2.34,20.56,0.17,1490,0,0,1,18.5,0.95,124,3.48,-10.45,4.19,1.34,5.88,22
1822418,0,2.34,20.56,0.17,1472,0,0,1,18.5,0.95,124,3.48,-10.45,4.14,1.34,5.88,22
1822489,0,2.34,20.56,0.17,1470,0,0,1,18.5,0.93,124,3.48,-10.45,4.14,1.34,5.88,22
1822552,0,2.34,20.56,0.17,1480,0,0,1,18.5,0.94,124,3.48,-10.45,4.14,1.34,5.88,22
1822619,0,2.34,20.56,0.17,1459,0,0,1,18,0.94,124,3.48,-10.45,4.14,1.34,5.88,21
1822686,0,2.34,20.56,0.17,1456,0,0,1,18,0.93,124,3.48,-10.45,4.1,1.34,5.88,21
1822753,0,2.34,20.56,0.17,1466,0,0,1,18,0.94,124,3.48,-10.45,4.05,1.34,5.88,21
1822823,0,2.34,20.56,0.17,1441,0,0,1,18,0.93,124,3.48,-10.45,4.05,1.34,5.88,21
1822888,0,2.34,20.56,0.17,1446,0,0,1,18,0.92,124,3.48,-10.45,4.05,1.34,5.88,21
1822954,0,2.34,20.56,0.17,1439,0,0,1,18,0.93,124,3.48,-10.45,4.05,1.34,5.88,21
1823022,0,2.34,20.56,0.17,1440,0,0,1,18,0.91,124,3.48,-10.45,4.03,1.34,5.88,21
1823090,0,2.34,20.56,0.17,1435,0,0,1,18,0.92,124,3.48,-10.45,4,1.34,5.88,21
1823156,0,2.34,20.56,0.17,1426,0,0,1,18,0.92,124,3.48,-10.45,4.03,1.34,5.88,21
1823222,0,2.34,20.56,0.17,1422,0,0,1,18,0.9,124,3.48,-10.45,4.05,1.34,5.88,21
1823288,0,2.34,20.56,0.17,1414,0,0,1,17.5,0.91,124,3.48,-10.45,4,1.32,5.88,21
1823357,0,2.34,20.56,0.17,1422,0,0,1,18,0.9,124,3.48,-10.3,4.03,1.32,5.88,21
1823424,0,2.34,20.56,0.17,1397,0,0,1,17.5,0.9,124,3.63,-10.3,3.96,1.32,5.49,21
1823491,0,2.34,20.56,0.17,1404,0,0,1,17.5,0.9,124,3.63,-10.3,3.96,1.32,5.49,21
1823557,0,2.34,20.56,0.17,1402,0,0,1,17.5,0.9,124,3.48,-10.45,3.96,1.32,5.49,21
1823620,0,2.34,20.56,0.17,1383,0,0,1,17.5,0.89,124,3.48,-10.45,3.93,1.32,5.49,21
1823691,0,2.34,20.56,0.17,1403,0,0,1,17.5,0.89,124,3.63,-10.3,3.96,1.32,5.49,21
1823760,0,2.34,20.56,0.17,1375,0,0,1,17.5,0.88,124,3.63,-10.3,3.93,1.32,5.49,21
1823825,0,2.34,20.56,0.17,1382,0,0,1,17.5,0.88,124,3.63,-10.3,3.91,1.32,5.49,21
1823897,0,2.34,20.56,0.17,1380,0,0,1,17.5,0.89,124,3.63,-10.3,3.89,1.32,5.49,21
1823959,0,2.34,20.56,0.18,1371,0,0,1,17.5,0.87,124,3.63,-10.3,3.91,1.32,5.49,21
1824027,0,2.34,20.56,0.18,1358,0,0,1,17.5,0.88,124,3.63,-10.3,3.91,1.32,5.49,21
1824096,0,2.34,20.56,0.18,1376,0,0,1,17.5,0.87,124,3.63,-10.3,3.91,1.32,5.49,21
1824159,0,2.34,20.56,0.18,1349,0,0,1,17.5,0.87,124,3.63,-10.3,3.96,1.32,5.49,21
1824227,0,2.34,20.56,0.18,1356,0,0,1,17.5,0.86,124,3.63,-10.3,3.91,1.32,5.49,21
1824297,0,2.34,20.56,0.18,1350,0,0,1,17.5,0.87,124,3.63,-10.3,3.89,1.32,5.49,21
1824363,0,2.34,20.56,0.18,1343,0,0,1,17.5,0.85,126,3.63,-10.3,3.84,1.32,5.49,21
1824430,0,2.34,20.56,0.18,1332,0,0,1,17.5,0.86,126,3.63,-10.3,3.87,1.32,5.49,21
1824495,0,2.34,20.56,0.18,1345,0,0,1,17.5,0.85,126,3.63,-10.3,3.89,1.32,5.49,20
1824563,0,2.34,20.56,0.18,1320,0,0,1,17,0.85,126,3.63,-10.3,3.84,1.3,5.49,20
1824629,0,2.34,20.56,0.18,1330,0,0,1,17.5,0.85,126,3.63,-10.3,3.84,1.32,5.49,20
1824697,0,2.34,20.56,0.18,1317,0,0,1,17,0.85,126,3.63,-10.3,3.84,1.3,5.49,20
1824763,0,2.34,20.56,0.18,1318,0,0,1,17,0.84,126,3.63,-10.3,3.84,1.3,5.49,20
1824829,0,2.34,20.56,0.18,1308,0,0,1,17,0.84,126,3.63,-10.3,3.82,1.3,5.49,20
1824895,0,2.34,20.56,0.18,1310,0,0,1,17,0.83,126,3.63,-10.3,3.82,1.3,5.49,20
1824965,0,2.34,20.56,0.18,1294,0,0,1,17,0.84,126,3.63,-10.3,3.8,1.3,5.49,19
1825031,0,2.34,20.56,0.18,1305,0,0,1,17,0.83,126,3.63,-10.3,3.77,1.32,5.49,19
1825101,0,2.34,20.56,0.18,1282,0,0,1,17,0.82,126,3.63,-10.3,3.8,1.32,5.49,19
1825165,0,2.34,20.56,0.18,1291,0,0,1,17,0.83,126,3.63,-10.3,3.8,1.3,5.49,19
1825234,0,2.34,20.56,0.18,1292,0,0,1,17,0.82,126,3.48,-10.3,3.8,1.3,5.49,19
1825301,0,2.34,20.56,0.18,1268,0,0,1,17,0.82,126,3.63,-10.3,3.77,1.3,5.49,19
1825366,0,2.34,20.56,0.18,1277,0,0,1,17,0.81,126,3.63,-10.3,3.77,1.3,5.49,19
1825432,0,2.34,20.56,0.18,1266,0,0,1,17,0.81,126,3.63,-10.3,3.77,1.3,5.49,19
1825499,0,2.34,20.56,0.18,1264,0,0,1,17,0.81,126,3.63,-10.3,3.77,1.3,5.49,19
1825568,0,2.34,20.56,0.18,1258,0,0,1,17,0.8,126,3.63,-10.3,3.77,1.3,5.49,19
1825633,0,2.34,20.56,0.18,1254,0,0,1,17,0.81,126,3.63,-10.3,3.73,1.3,5.49,19
1825701,0,2.34,20.56,0.18,1252,0,0,1,17,0.8,126,3.63,-10.3,3.73,1.3,5.49,19
1825767,0,2.34,20.56,0.18,1244,0,0,1,17,0.8,126,3.63,-10.3,3.7,1.3,5.49,19
1825837,0,2.34,20.56,0.18,1246,0,0,1,17,0.8,126,3.63,-10.3,3.68,1.3,5.49,19
1825901,0,2.34,20.56,0.18,1230,0,0,1,17,0.79,126,3.63,-10.3,3.7,1.3,5.49,19
1825967,0,2.34,20.56,0.18,1234,0,0,1,17,0.79,126,3.63,-10.3,3.7,1.3,5.49,19
1826036,0,2.34,20.56,0.19,1230,0,0,1,17,0.78,126,3.63,-10.3,3.7,1.3,5.49,19
1826102,0,2.34,20.56,0.19,1217,0,0,1,17,0.78,126,3.63,-10.3,3.7,1.3,5.49,19
1826169,0,2.34,20.56,0.19,1230,0,0,1,17,0.79,126,3.63,-10.3,3.73,1.3,5.49,19
1826237,0,2.34,20.56,0.19,1220,0,0,1,17,0.77,126,3.63,-10.3,3.7,1.3,5.49,19
1826304,0,2.34,20.56,0.19,1201,0,0,1,16.5,0.78,126,3.63,-10.3,3.68,1.3,5.1,19
1826371,0,2.34,20.56,0.19,1217,0,0,1,17,0.78,126,3.63,-10.3,3.66,1.3,5.1,18
1826439,0,2.34,20.56,0.19,1210,0,0,1,17,0.76,126,3.63,-10.3,3.66,1.28,5.49,18
1826503,0,2.34,20.56,0.19,1190,0,0,1,16.5,0.77,126,3.63,-10.3,3.61,1.3,5.1,18
1826571,0,2.34,20.56,0.19,1200,0,0,1,16.5,0.77,126,3.63,-10.3,3.66,1.3,5.1,18
1826640,0,2.34,20.56,0.19,1195,0,0,1,16.5,0.76,127,3.63,-10.3,3.63,1.28,5.1,18
1826708,0,2.34,20.56,0.19,1178,0,0,1,16.5,0.76,127,3.63,-10.3,3.63,1.3,5.1,18
1826778,0,2.34,20.56,0.19,1184,0,0,1,16.5,0.76,127,3.63,-10.3,3.61,1.28,5.1,18
1826839,0,2.34,20.56,0.19,1180,0,0,1,16.5,0.75,127,3.63,-10.3,3.61,1.28,5.1,17
1826905,0,2.34,20.56,0.19,1166,0,0,1,21.5,0.75,127,3.63,-10.3,3.61,1.28,5.1,17
1826972,0,2.34,20.56,0.19,1166,0,0,1,21.5,0.75,127,3.63,-10.3,3.58,1.28,5.1,17
1827042,0,2.34,20.56,0.19,1165,0,0,1,21.5,0.74,127,3.63,-10.3,3.58,1.28,5.1,17
1827107,0,2.34,20.56,0.19,1154,0,0,1,21.5,0.74,127,3.77,-10.16,3.55,1.28,5.1,17
1827175,0,2.34,20.56,0.19,1150,0,0,1,21.5,0.74,127,3.77,-10.16,3.55,1.28,5.1,17
1827241,0,2.34,20.56,0.19,1153,0,0,1,21.5,0.74,127,3.77,-10.16,3.61,1.28,5.1,17
1827312,0,2.34,20.56,0.19,1147,0,0,1,21.5,0.73,127,3.77,-10.16,3.55,1.28,5.1,17
1827375,0,2.34,20.56,0.19,1137,0,0,1,21.5,0.73,127,3.77,-10.16,3.55,1.28,5.1,17
1827442,0,2.34,20.56,0.19,1133,0,0,1,21.5,0.73,127,3.77,-10.16,3.55,1.28,5.1,17
1827510,0,2.34,20.56,0.19,1134,0,0,1,21.5,0.72,127,3.77,-10.16,3.55,1.28,5.1,17
1827576,0,2.34,20.56,0.19,1132,0,0,1,21.5,0.72,127,3.77,-10.16,3.55,1.28,5.1,17
1827645,0,2.34,20.56,0.19,1117,0,0,1,21.5,0.72,127,3.77,-10.16,3.5,1.28,5.1,17
1827711,0,2.34,20.56,0.19,1114,0,0,1,21.5,0.72,127,3.92,-10.16,3.5,1.28,5.1,17
1827776,0,2.34,20.56,0.19,1117,0,0,1,21.5,0.71,127,3.92,-10.01,3.5,1.28,5.1,17
1827845,0,2.34,20.56,0.19,1111,0,0,1,21.5,0.71,127,3.92,-10.01,3.53,1.28,5.1,17
1827913,0,2.34,20.56,0.19,1100,0,0,1,21.5,0.7,127,3.92,-10.01,3.5,1.28,5.1,17
1827979,0,2.34,20.56,0.19,1097,0,0,1,21.5,0.71,127,3.92,-10.01,3.5,1.28,5.1,17
1828048,0,2.34,20.56,0.19,1096,0,0,1,21.5,0.7,127,3.92,-10.01,3.5,1.28,5.1,17
1828113,0,2.34,20.56,0.2,1093,0,0,1,21.5,0.69,127,3.92,-10.01,3.5,1.28,5.1,17
1828178,0,2.34,20.56,0.2,1080,0,0,1,21.5,0.69,127,3.92,-10.01,3.5,1.28,5.1,17
1828248,0,2.34,20.56,0.2,1076,0,0,1,21.5,0.69,127,3.92,-10.01,3.5,1.28,5.1,16
1828312,0,2.34,20.56,0.2,1072,0,0,1,21.5,0.69,127,3.92,-10.01,3.5,1.26,5.1,16
1828380,0,2.34,20.56,0.2,1076,0,0,1,21.5,0.69,127,3.92,-10.01,3.47,1.28,5.1,16
1828446,0,2.34,20.56,0.2,1074,0,0,1,21.5,0.68,127,3.92,-10.01,3.44,1.28,5.1,16
1828513,0,2.34,20.56,0.2,1061,0,0,1,21.5,0.68,127,3.92,-10.01,3.44,1.26,5.1,16
1828581,0,2.34,20.56,0.2,1056,0,0,1,21.5,0.68,127,4.06,-9.87,3.47,1.28,5.1,16
1828647,0,2.34,20.56,0.2,1054,0,0,1,21.5,0.68,127,3.92,-10.01,3.47,1.28,5.1,16
1828716,0,2.34,20.56,0.2,1056,0,0,1,21.5,0.68,127,4.06,-9.87,3.44,1.26,5.1,16
1828784,0,2.34,20.56,0.2,1053,0,0,1,21.5,0.67,127,4.06,-9.87,3.41,1.28,5.1,16
1828850,0,2.34,20.56,0.2,1048,0,0,1,21.5,0.66,129,4.06,-9.87,3.41,1.26,5.1,16
1828916,0,2.34,20.56,0.2,1035,0,0,1,21.5,0.66,129,4.06,-9.87,3.41,1.26,5.1,16
1828982,0,2.34,20.56,0.2,1029,0,0,1,22,0.66,129,4.06,-9.87,3.41,1.28,5.1,16
1829049,0,2.34,20.56,0.2,1025,0,0,1,22,0.66,129,4.06,-9.87,3.41,1.26,5.1,16
1829114,0,2.34,20.56,0.2,1030,0,0,1,22,0.66,129,4.06,-9.87,3.41,1.26,5.1,16
1829183,0,2.34,20.56,0.2,1027,0,0,1,22,0.66,129,4.06,-9.87,3.41,1.28,5.1,15
1829250,0,2.34,20.56,0.2,1022,0,0,1,22,0.65,129,4.06,-9.87,3.41,1.28,5.1,15
1829313,0,2.34,20.56,0.2,1019,0,0,1,22,0.65,129,4.06,-9.87,3.41,1.26,5.1,15
1829381,0,2.34,20.56,0.2,1006,0,0,1,22,0.64,129,4.06,-9.87,3.41,1.26,5.1,15
1829448,0,2.34,20.56,0.2,1004,0,0,1,22,0.64,129,4.06,-9.87,3.41,1.28,5.1,15
1829517,0,2.34,20.56,0.2,993,0,0,1,22,0.64,129,4.06,-9.87,3.41,1.28,5.1,15
1829586,0,2.34,20.56,0.2,986,0,0,1,22,0.64,129,4.06,-9.87,3.41,1.26,5.1,15
1829653,0,2.34,20.56,0.21,989,0,0,1,22,0.63,129,4.06,-9.87,3.41,1.26,5.1,15
1829725,0,2.34,20.56,0.21,947,0,0,1,22,0.61,129,4.06,-9.87,3.41,1.26,5.1,15
1829787,0,2.34,20.56,0.22,862,0,0,1,1.5,0.55,129,4.21,-9.72,3.44,1.26,5.1,15
1829853,0,2.34,20.56,0.23,808,0,0,1,2.5,1.49,129,4.35,-9.72,3.44,1.28,5.1,15
1829919,0,2.34,20.56,0.24,774,0,0,1,4,1.55,129,4.5,-9.43,3.62,1.32,5.49,15
1829987,0,2.34,20.56,0.25,828,0,0,1,5.5,1.59,129,4.64,-9.29,3.82,1.32,5.88,15
1830056,0,2.34,20.56,0.25,844,0,0,1,6.5,1.62,129,4.79,-9.14,3.84,1.32,5.88,15
1830122,0,2.34,20.56,0.26,852,0,0,1,8,1.64,129,4.79,-9.14,3.87,1.32,5.88,14
1830188,0,2.34,20.56,0.26,856,0,0,1,9.5,1.64,129,4.79,-9.14,3.84,1.3,5.49,14
1830254,0,2.34,20.56,0.26,861,0,0,1,10,1.65,129,4.79,-9.14,3.8,1.3,5.49,14
1830322,0,2.34,20.56,0.26,866,0,0,1,10,1.66,129,4.79,-9.14,3.75,1.28,5.49,14
